Серия_индивид. планировка,Серия_элитка,Серия_106 серия,Серия_хрущевка,Серия_104 серия,Серия_108 серия,Серия_105 серия,Серия_пентхаус,Серия_малосемейка,Серия_сталинка,Серия_107 серия,Отопление_на газе,Отопление_центральное,Отопление_автономное,Отопление_электрическое,Отопление_смешанное,Отопление_на твердом топливе,Отопление_без отопления,Состояние_евроремонт,Состояние_под самоотделку (псо),Состояние_хорошее,Состояние_среднее,Состояние_не достроено,rooms,area,От собственника,year,house_type_кирпичный,house_type_монолитный,house_type_панельный,floor,total_floors,red_book,tech_passport,sale_contract,price_per_sqm
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61.0,0,1983,0,0,1,4,9,0,0,0,1909.8360655737704
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,67.0,1,2021,0,1,0,9,14,0,1,0,1492.5373134328358
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,67.0,0,2016,0,0,1,9,9,0,0,0,1283.5820895522388
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,46.0,0,2023,0,1,0,11,12,0,0,0,1652.1739130434783
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,122.0,0,2020,1,0,0,7,14,0,0,0,2090.1639344262294
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,192.0,0,2015,1,0,0,10,11,0,1,1,1494.7916666666667
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,57.0,0,2023,1,0,0,6,10,0,0,0,991.2280701754386
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,39.0,0,2023,0,1,0,8,9,0,0,0,1307.6923076923076
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0,0,2015,0,0,1,6,9,0,0,0,1300.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,49.0,1,2025,1,0,0,10,10,0,0,0,1150.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,266.0,0,2019,1,0,0,2,7,0,0,0,1729.3233082706768
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,65.0,0,2000,0,0,1,11,13,0,1,1,1276.923076923077
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,54.0,1,2024,0,1,0,7,9,1,1,1,1388.8703703703704
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,37.0,0,2019,1,0,0,5,5,0,1,1,1270.2702702702702
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,74.0,0,2024,0,1,0,1,9,1,0,0,1121.6216216216217
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,50.0,0,2023,1,0,0,8,16,0,0,0,1330.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,89.0,0,2024,0,1,0,10,13,0,0,0,1775.2808988764045
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,49.1,0,2024,0,1,0,4,12,0,0,0,1201.6293279022402
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.5,0,1990,0,0,1,4,9,0,0,0,1464.7887323943662
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,94.0,0,2023,0,1,0,6,12,0,0,0,1191.4893617021276
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,67.0,0,2024,0,1,0,11,14,0,0,0,1388.0597014925372
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,50.0,0,2023,0,1,0,17,18,0,0,0,1660.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,51.0,0,2024,0,1,0,4,9,1,0,0,833.3333333333334
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,117.0,0,2025,0,1,0,14,20,0,0,1,1150.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,73.0,0,2022,0,1,0,16,18,0,0,0,1068.4931506849316
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,111.0,0,2021,0,1,0,11,12,1,0,0,1243.2432432432433
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,43.0,0,2026,1,0,0,11,15,0,0,0,1325.5813953488373
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,100.0,0,2025,0,1,0,14,18,0,0,0,1060.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,600.0,0,2011,0,1,0,10,12,0,0,0,1183.3333333333333
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,132.0,0,2022,0,0,1,13,14,0,0,0,1439.3939393939395
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,55.0,0,1975,1,0,0,3,5,0,0,1,1272.7272727272727
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,77.0,0,2022,0,1,0,8,12,0,0,0,1227.2727272727273
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,78.0,0,1992,0,0,1,2,9,1,1,1,1371.7948717948718
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,153.83,0,2024,0,1,0,13,15,0,0,0,1699.9999999999998
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,66.0,0,2024,0,1,0,12,12,0,0,0,1780.3030303030303
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,36.0,0,2023,0,1,0,10,10,0,0,0,1125.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,69.0,0,2025,1,0,0,1,4,0,0,0,1800.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,57.0,0,2022,0,1,0,5,10,0,1,0,2280.7017543859647
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,89.0,0,2000,1,0,0,5,5,0,1,1,1033.7078651685392
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,53.0,0,2023,0,1,0,10,12,0,0,1,1518.867924528302
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66.0,0,2015,0,1,0,6,10,0,0,0,1393.939393939394
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,52.0,0,1987,0,0,1,3,5,0,1,0,1788.4615384615386
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,130.0,0,2023,0,0,1,6,10,0,0,0,1038.4615384615386
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,43.0,0,2019,1,0,0,3,9,0,0,0,1430.2325581395348
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,176.0,1,2022,0,1,0,9,10,0,0,0,2272.7272727272725
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,58.0,0,1960,1,0,0,2,2,1,1,1,1232.7586206896551
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,120.0,0,2019,0,1,0,8,9,0,1,0,1875.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,56.0,0,1984,1,0,0,3,4,0,1,0,982.1428571428571
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,63.3,0,2025,0,1,0,7,11,0,0,0,995.260663507109
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,82.0,0,2022,0,1,0,3,12,0,0,0,1200.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,44.0,0,2023,0,1,0,11,14,1,0,0,1534.090909090909
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,44.0,0,2025,0,1,0,4,9,1,0,0,1693.1818181818182
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,78.0,0,2024,1,0,0,5,12,0,0,0,1410.2564102564102
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,53.0,0,2022,0,1,0,4,11,1,0,0,1198.1132075471698
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,107.0,0,2021,0,1,0,2,12,0,0,0,1401.8691588785048
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,44.0,0,2022,0,1,0,10,14,0,0,0,1263.6363636363637
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,35.0,0,1992,0,0,1,8,9,0,1,0,1814.2857142857142
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,43.0,0,1975,0,0,1,3,4,0,0,0,1651.1627906976744
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,33.0,0,1992,0,0,1,2,9,0,0,0,2181.818181818182
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,32.2,1,1970,0,0,1,1,5,0,1,1,2049.6894409937886
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,101.5,0,2018,0,1,0,13,14,0,0,0,2093.5960591133003
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,32.0,1,1987,0,1,0,3,3,0,0,0,1812.5
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,44.0,0,2023,0,1,0,11,14,0,0,0,1636.3636363636363
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,108.0,0,2022,0,1,0,13,14,0,0,0,1238.888888888889
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,34.0,0,1987,0,0,1,7,9,0,0,0,1808.8235294117646
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.0,0,1987,0,0,1,7,9,0,0,0,1571.4285714285713
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,41.0,0,2025,0,1,0,13,14,0,0,0,1000.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,36.5,0,2021,0,1,0,6,9,1,0,0,1506.849315068493
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,167.0,1,2025,1,0,0,4,12,0,0,0,1300.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,91.0,0,2024,0,1,0,9,14,0,0,0,1080.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,57.0,1,2025,0,1,0,10,10,0,0,0,1122.8070175438597
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,65.0,0,2022,0,1,0,15,16,0,0,0,1646.1538461538462
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,580.0,0,2023,0,1,0,10,11,0,1,0,1172.4137931034484
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,77.0,0,2023,0,0,1,13,16,0,1,0,1324.6753246753246
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,86.0,0,2022,0,1,0,5,14,1,1,0,2267.4418604651164
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,91.3,1,2023,0,1,0,7,10,0,0,0,1281.4895947426069
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60.8,0,2025,0,1,0,5,16,0,0,0,1291.1184210526317
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,27.0,0,1990,1,0,0,3,3,0,1,0,1018.5185185185185
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,43.0,1,2019,1,0,0,5,5,0,1,1,1581.3953488372092
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,53.0,0,2023,1,0,0,9,9,0,0,0,1320.754716981132
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,71.0,0,2020,0,1,0,9,9,0,0,0,1408.4507042253522
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,70.0,0,2023,0,1,0,9,13,0,0,0,1778.5714285714287
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,62.0,0,2023,0,1,0,5,12,1,0,0,1580.6451612903227
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,38.0,1,2019,0,0,1,2,12,0,0,0,1407.8947368421052
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,71.0,0,2025,0,1,0,8,12,0,0,0,1042.2535211267605
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,106.0,0,2023,0,0,1,6,13,0,1,0,1537.7358490566037
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,84.0,0,2025,0,1,0,8,10,1,0,0,976.1904761904761
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,105.0,1,2021,0,1,0,9,10,0,1,1,2333.3333333333335
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,200.0,0,2023,0,1,0,14,17,0,1,0,1500.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,100.0,0,2022,1,0,0,3,9,1,1,0,1045.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,74.0,0,2022,0,1,0,15,16,0,0,0,2635.135135135135
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,120.0,0,2024,1,0,0,3,15,0,0,0,1690.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81.6,0,2019,1,0,0,6,9,0,0,0,1654.4117647058824
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,45.0,0,2025,0,1,0,13,14,1,0,0,1011.1111111111111
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,85.0,0,2023,1,0,0,4,14,0,0,0,1670.5882352941176
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,103.0,0,2024,0,1,0,10,14,1,0,0,1097.0873786407767
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,122.0,0,2026,1,0,0,3,14,0,0,0,1196.72131147541
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,49.0,0,1992,0,0,1,8,8,0,0,0,1265.3061224489795
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,77.0,1,2023,0,1,0,6,9,0,0,0,1246.7532467532467
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,45.0,0,2025,0,1,0,2,14,1,0,0,1155.5555555555557
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,57.5,0,2019,1,0,0,1,9,0,1,0,1452.1739130434783
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,44.0,0,2023,0,0,1,5,9,0,0,0,1340.909090909091
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,38.0,0,1975,0,0,1,4,4,0,1,1,1513.157894736842
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,44.0,0,2022,1,0,0,10,14,0,0,0,1477.2727272727273
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,98.0,0,2022,0,1,0,8,12,1,0,0,1100.0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,40.0,0,1967,1,0,0,4,4,0,1,1,1612.5
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,77.5,1,2024,1,0,0,11,12,0,0,0,1245.1612903225807
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.0,0,1969,1,0,0,5,5,0,0,0,1708.3333333333333
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,80.0,0,2022,0,1,0,9,14,0,1,1,2150.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70.0,0,2018,1,0,0,4,10,0,0,0,1371.4285714285713
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,40.0,0,2019,0,1,0,3,12,0,0,0,1600.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,50.0,0,2023,0,1,0,7,9,0,0,0,1560.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,50.0,0,2025,0,1,0,12,17,0,0,0,1336.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,140.0,0,2022,0,1,0,6,10,0,0,0,1857.142857142857
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,49.0,0,2024,0,1,0,10,14,0,0,0,1163.265306122449
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,38.0,1,2024,1,0,0,9,14,1,0,1,1657.8947368421052
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,76.0,0,2023,0,1,0,13,14,0,0,0,1200.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,130.0,1,2020,0,1,0,11,14,0,0,0,923.0769230769231
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,60.0,0,1975,1,0,0,4,5,0,0,0,1583.3333333333333
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,83.0,0,2022,1,0,0,7,9,0,0,1,1451.8072289156626
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,150.0,0,2023,1,0,0,8,12,0,0,0,980.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,59.2,1,2023,0,1,0,8,9,0,0,0,1300.6756756756756
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,59.78,0,2024,0,1,0,8,14,0,0,0,1112.4121779859483
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,110.0,0,2023,1,0,0,4,10,0,0,0,1518.1818181818182
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,50.0,1,2023,0,1,0,6,9,1,0,0,1390.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,109.0,0,2023,1,0,0,9,14,0,0,0,2293.577981651376
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,103.0,0,2023,0,1,0,14,15,1,0,0,1194.1747572815534
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,44.0,0,2019,1,0,0,4,5,0,0,0,1625.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,118.2,0,2016,1,0,0,3,10,0,0,0,1395.9390862944163
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,63.0,0,2022,0,1,0,9,10,0,0,0,1563.4920634920634
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,58.0,1,1960,1,0,0,2,3,0,0,0,1308.6206896551723
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,100.0,0,2023,1,0,0,4,10,0,1,0,1700.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,39.0,0,2023,0,1,0,4,5,1,0,0,1384.5897435897436
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,42.0,0,2023,0,1,0,2,13,1,0,0,1726.1904761904761
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,38.0,0,1975,0,1,0,4,4,1,1,1,1513.157894736842
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,35.0,1,2024,1,0,0,2,3,1,1,1,1600.0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,60.0,0,1975,0,0,1,1,4,0,1,1,1416.6666666666667
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,63.0,1,2022,0,1,0,15,16,1,0,1,1825.3968253968253
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,106.0,0,2016,0,0,1,9,9,0,0,0,1311.3207547169811
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,37.0,0,2024,0,1,0,6,14,0,0,0,1200.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,44.0,0,2022,0,1,0,5,14,0,0,0,1636.3636363636363
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,74.0,0,2022,0,1,0,14,16,0,0,0,1756.7567567567567
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,43.0,0,2020,0,1,0,5,10,0,0,0,1906.9767441860465
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,111.0,0,2026,1,0,0,7,12,0,0,0,970.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,88.0,0,2025,1,0,0,9,14,0,0,0,1096.590909090909
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,48.0,0,1992,0,0,1,7,9,0,1,0,1333.3333333333333
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,43.0,0,1975,1,0,0,3,4,0,1,1,1511.6279069767443
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,102.0,1,2025,1,0,0,2,10,0,0,0,1000.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,135.0,0,2023,1,0,0,9,14,0,0,0,1325.9259259259259
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,152.0,0,2019,1,0,0,13,14,1,1,1,1447.3684210526317
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73.68,0,2022,0,1,0,13,15,0,0,0,1237.7850162866448
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.0,0,2025,1,0,0,10,13,0,0,0,1145.8333333333333
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146.4,0,2006,1,0,0,5,8,0,0,0,1215.8469945355191
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,100.0,0,2022,0,1,0,2,8,0,0,0,1700.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,88.0,0,2025,0,1,0,6,14,0,0,0,1045.4545454545455
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,61.0,0,1992,0,0,1,7,9,1,1,0,1606.5573770491803
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48.1,1,2025,0,1,0,9,9,0,0,0,1112.2661122661123
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,76.0,0,2022,0,1,0,10,11,0,0,0,1684.2105263157894
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,80.0,0,2022,0,1,0,6,16,0,0,0,2250.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101.4,0,2024,1,0,0,10,12,0,0,0,1775.1479289940828
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,47.0,0,2023,0,1,0,4,12,1,0,0,1510.6382978723404
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,84.0,0,2023,0,1,0,9,10,0,0,0,1607.142857142857
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,67.44,0,2025,0,1,0,10,10,0,0,0,904.5077105575326
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,75.0,0,2024,0,1,0,5,10,0,0,0,1160.0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,35.0,0,1987,0,0,1,7,9,0,0,0,1785.7142857142858
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,40.0,0,1987,0,0,1,1,5,0,1,0,1222.5
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,47.0,0,2023,0,1,0,12,12,0,0,0,1457.4468085106382
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,58.0,1,2022,0,1,0,2,14,0,0,0,2224.137931034483
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,60.0,1,1975,0,0,1,2,4,0,0,0,1400.0
